Transaction Dates (Calculated),N.Y.C. - J Day Ahead Price,N.Y.C. - J Day Ahead Forecast Load
"41,752.00",31.48,4294
"41,752.04",29.7,4124
"41,752.08",29.45,4038
"41,752.13",31.46,4038
"41,752.17",36.98,4228
"41,752.21",43.43,4611
"41,752.25",53.22,5185
"41,752.29",54.61,5642
"41,752.33",54.96,5945
"41,752.38",56.31,6072
"41,752.42",55.69,6123
"41,752.46",54.96,6125
"41,752.50",54.96,6101
"41,752.54",52.32,6071
"41,752.58",52.11,6048
"41,752.63",50.36,6042
"41,752.67",51.79,6030
"41,752.71",49.63,5876
"41,752.75",51,5787
"41,752.79",54.43,5824
"41,752.83",50.14,5676
"41,752.88",41.41,5398
"41,752.92",38,4990
"41,752.96",34.87,4584
"41,753.00",32.36,4303
"41,753.04",30.28,4137
"41,753.08",30.29,4060
"41,753.13",32.14,4063
"41,753.17",37.9,4258
"41,753.21",45.09,4644
"41,753.25",52.6,5185
"41,753.29",53.14,5620
"41,753.33",54.89,5888
"41,753.38",54.84,6009
"41,753.42",54.89,6038
"41,753.46",53.78,6032
"41,753.50",53.68,6014
"41,753.54",53.59,5974
"41,753.58",52.54,5939
"41,753.63",51.77,5914
"41,753.67",52.59,5881
"41,753.71",51.3,5736
"41,753.75",53.18,5647
"41,753.79",57.36,5705
"41,753.83",51.88,5567
"41,753.88",42.79,5299
"41,753.92",38.3,4913
"41,753.96",37.82,4520
"41,754.00",35.24,4292
"41,754.04",33.3,4130
"41,754.08",32.51,4051
"41,754.13",34.2,4048
"41,754.17",38.34,4220
"41,754.21",48.37,4582
"41,754.25",53.7,5104
"41,754.29",55.84,5517
"41,754.33",57.52,5792
"41,754.38",57.74,5904
"41,754.42",55.95,5945
"41,754.46",55.03,5931
"41,754.50",54.41,5902
"41,754.54",53.82,5855
"41,754.58",53.32,5814
"41,754.63",50.89,5784
"41,754.67",51.09,5740
"41,754.71",50.48,5624
"41,754.75",52.34,5521
"41,754.79",57.12,5560
"41,754.83",51.35,5415
"41,754.88",43.93,5184
"41,754.92",39.44,4863
"41,754.96",33.97,4474
"41,755.00",32.6,4300
"41,755.04",33.66,4125
"41,755.08",30.35,4028
"41,755.13",31.24,3993
"41,755.17",31.75,4030
"41,755.21",33.49,4161
"41,755.25",36.33,4379
"41,755.29",46.27,4657
"41,755.33",48.72,4937
"41,755.38",49.38,5137
"41,755.42",49.35,5266
"41,755.46",47.58,5305
"41,755.50",46.75,5295
"41,755.54",45.46,5253
"41,755.58",44.39,5213
"41,755.63",44.43,5180
"41,755.67",45.63,5151
"41,755.71",45.85,5138
"41,755.75",49.11,5187
"41,755.79",55.46,5322
"41,755.83",49.34,5241
"41,755.88",43.8,5051
"41,755.92",38.77,4774
"41,755.96",39.45,4504
"41,756.00",36.1,4259
"41,756.04",33.51,4091
"41,756.08",31.52,4000
"41,756.13",32.02,3962
"41,756.17",33.31,3969
"41,756.21",33.73,4068
"41,756.25",34.71,4206
"41,756.29",39.54,4383
"41,756.33",43.32,4609
"41,756.38",45.36,4790
"41,756.42",45.01,4939
"41,756.46",46.15,5011
"41,756.50",45.36,5038
"41,756.54",44.68,5029
"41,756.58",44.12,5020
"41,756.63",45.65,5015
"41,756.67",47.12,5020
"41,756.71",47.96,5049
"41,756.75",49.28,5118
"41,756.79",59.12,5292
"41,756.83",49.85,5255
"41,756.88",46.69,5070
"41,756.92",39.69,4753
"41,756.96",38.72,4461
"41,757.00",33.23,4221
"41,757.04",32.32,4094
"41,757.08",30.95,4040
"41,757.13",33.43,4041
"41,757.17",40.37,4210
"41,757.21",44.74,4642
"41,757.25",50.46,5215
"41,757.29",53,5663
"41,757.33",53.61,5947
"41,757.38",55.7,6070
"41,757.42",55.75,6127
"41,757.46",54.74,6157
"41,757.50",55.4,6155
"41,757.54",52.55,6125
"41,757.58",52.41,6094
"41,757.63",52.04,6091
"41,757.67",52.9,6063
"41,757.71",52.95,5915
"41,757.75",53.1,5813
"41,757.79",60.1,5883
"41,757.83",52.42,5726
"41,757.88",48.18,5419
"41,757.92",39.83,4981
"41,757.96",38.48,4512
"41,758.00",32.62,4269
"41,758.04",30.66,4114
"41,758.08",28.88,4040
"41,758.13",31.92,4036
"41,758.17",38.2,4201
"41,758.21",45.16,4598
"41,758.25",50.28,5190
"41,758.29",53.19,5668
"41,758.33",55.75,5976
"41,758.38",58.48,6114
"41,758.42",60.31,6191
"41,758.46",57.46,6227
"41,758.50",58.26,6235
"41,758.54",55.51,6226
"41,758.58",53.6,6226
"41,758.63",53.33,6246
"41,758.67",53.96,6253
"41,758.71",54.86,6093
"41,758.75",53.62,5945
"41,758.79",62.65,5968
"41,758.83",52.76,5799
"41,758.88",48.69,5488
"41,758.92",41.84,5046
"41,758.96",30.17,4584
"41,759.00",28.02,4326
"41,759.04",26.41,4159
"41,759.08",25.75,4080
"41,759.13",26.95,4073
"41,759.17",33.24,4248
"41,759.21",43.38,4626
"41,759.25",49.76,5211
"41,759.29",53.01,5675
"41,759.33",56.04,5983
"41,759.38",58.53,6124
"41,759.42",58.28,6197
"41,759.46",57.52,6233
"41,759.50",57.1,6242
"41,759.54",54.86,6234
"41,759.58",53.09,6235
"41,759.63",52.52,6263
"41,759.67",54.77,6268
"41,759.71",54.32,6103
"41,759.75",54.99,5931
"41,759.79",58.6,5920
"41,759.83",48.85,5744
"41,759.88",43.87,5421
"41,759.92",39.78,4981
"41,759.96",27.7,4549
"41,760.00",24.03,4254
"41,760.04",22.63,4069
"41,760.08",21.11,3986
"41,760.13",23.14,3977
"41,760.17",28.49,4227
"41,760.21",40.21,4689
"41,760.25",47.33,5350
"41,760.29",49.09,5823
"41,760.33",55.16,6158
"41,760.38",57.14,6344
"41,760.42",53.73,6427
"41,760.46",54.6,6499
"41,760.50",54.5,6535
"41,760.54",56.62,6543
"41,760.58",54.16,6547
"41,760.63",55.71,6580
"41,760.67",55.1,6539
"41,760.71",54.75,6265
"41,760.75",52,6013
"41,760.79",56.23,5955
"41,760.83",44.98,5748
"41,760.88",40.35,5378
"41,760.92",37.84,4918
"41,760.96",27.58,4439
"41,761.00",24.19,4219
"41,761.04",21.83,4050
"41,761.08",21.25,3970
"41,761.13",22.15,3953
"41,761.17",25.61,4108
"41,761.21",39.93,4557
"41,761.25",46.89,5193
"41,761.29",49.49,5656
"41,761.33",48.43,5967
"41,761.38",49.85,6127
"41,761.42",49.89,6197
"41,761.46",49.08,6227
"41,761.50",49.13,6228
"41,761.54",49.3,6206
"41,761.58",47.38,6195
"41,761.63",48.52,6242
"41,761.67",47.95,6207
"41,761.71",45.7,5982
"41,761.75",46.97,5756
"41,761.79",54.57,5711
"41,761.83",46.25,5527
"41,761.88",41.68,5212
"41,761.92",38.71,4835
"41,761.96",29.92,4490
"41,762.00",25.55,4200
"41,762.04",24.49,4067
"41,762.08",22.61,3997
"41,762.13",24.44,3968
"41,762.17",25.37,3958
"41,762.21",27.29,4159
"41,762.25",32.77,4437
"41,762.29",38.7,4718
"41,762.33",45,5012
"41,762.38",46.59,5247
"41,762.42",47.44,5345
"41,762.46",45.26,5420
"41,762.50",44.04,5406
"41,762.54",41.92,5370
"41,762.58",40.94,5342
"41,762.63",40.93,5366
"41,762.67",41.18,5349
"41,762.71",42.14,5289
"41,762.75",43.6,5241
"41,762.79",50.6,5309
"41,762.83",46.92,5219
"41,762.88",39.75,4996
"41,762.92",34.46,4702
"41,762.96",29.45,4360
"41,763.00",25.63,4143
"41,763.04",23.48,4009
"41,763.08",22.44,3944
"41,763.13",22.49,3916
"41,763.17",22.43,3882
"41,763.21",23.36,4048
"41,763.25",26.07,4243
"41,763.29",30.27,4461
"41,763.33",38.06,4717
"41,763.38",38.59,4948
"41,763.42",40.56,5081
"41,763.46",40.17,5181
"41,763.50",39.01,5200
"41,763.54",37.96,5194
"41,763.58",37.69,5195
"41,763.63",37.78,5236
"41,763.67",38.92,5256
"41,763.71",39.3,5245
"41,763.75",44.58,5243
"41,763.79",51.05,5350
"41,763.83",44.79,5301
"41,763.88",38.9,5068
"41,763.92",31.9,4622
"41,763.96",28.86,4289
"41,764.00",24.35,4066
"41,764.04",22.7,3979
"41,764.08",22.01,3937
"41,764.13",24.13,3938
"41,764.17",29.47,4053
"41,764.21",38.42,4586
"41,764.25",47.17,5206
"41,764.29",48.64,5679
"41,764.33",49.09,5988
"41,764.38",49.99,6144
"41,764.42",49.8,6172
"41,764.46",49.89,6199
"41,764.50",49.93,6190
"41,764.54",49.32,6194
"41,764.58",48.59,6228
"41,764.63",48.65,6261
"41,764.67",49.23,6253
"41,764.71",47.46,6076
"41,764.75",49.02,5905
"41,764.79",52.71,5882
"41,764.83",47.29,5723
"41,764.88",40.47,5381
"41,764.92",36.4,4926
"41,764.96",28.89,4482
"41,765.00",25.67,4178
"41,765.04",23.78,4026
"41,765.08",23.36,3953
"41,765.13",24.26,3943
"41,765.17",29.78,4072
"41,765.21",39.87,4530
"41,765.25",47.54,5176
"41,765.29",50.04,5648
"41,765.33",51.64,5962
"41,765.38",53.09,6110
"41,765.42",52.31,6127
"41,765.46",54.24,6137
"41,765.50",49.6,6149
"41,765.54",49.06,6134
"41,765.58",48.95,6139
"41,765.63",48.97,6172
"41,765.67",48.1,6141
"41,765.71",47.57,5947
"41,765.75",49.5,5846
"41,765.79",54.29,5851
"41,765.83",46.34,5652
"41,765.88",40.14,5288
"41,765.92",35.81,4806
"41,765.96",30.5,4428
"41,766.00",27.64,4167
"41,766.04",25.59,4033
"41,766.08",25.54,3963
"41,766.13",27.51,3950
"41,766.17",33.62,4076
"41,766.21",39.42,4559
"41,766.25",46.46,5199
"41,766.29",46.72,5672
"41,766.33",47.95,5975
"41,766.38",48.41,6112
"41,766.42",49,6124
"41,766.46",48.47,6128
"41,766.50",48.96,6111
"41,766.54",49.04,6104
"41,766.58",49.04,6122
"41,766.63",48.96,6157
"41,766.67",48.08,6157
"41,766.71",45.69,5985
"41,766.75",45.85,5876
"41,766.79",50.34,5884
"41,766.83",44.25,5721
"41,766.88",38.61,5385
"41,766.92",36.14,4948
"41,766.96",28.59,4526
"41,767.00",26.19,4263
"41,767.04",24.71,4080
"41,767.08",24.56,3990
"41,767.13",25.89,3983
"41,767.17",32.23,4162
"41,767.21",37.56,4597
"41,767.25",43.17,5264
"41,767.29",43.87,5746
"41,767.33",44.82,6047
"41,767.38",44.91,6185
"41,767.42",45.32,6213
"41,767.46",48.24,6245
"41,767.50",49.08,6252
"41,767.54",49.12,6242
"41,767.58",47.99,6239
"41,767.63",49.12,6263
"41,767.67",49.08,6272
"41,767.71",46.96,6114
"41,767.75",45.86,5974
"41,767.79",49.65,5952
"41,767.83",43.31,5763
"41,767.88",37.64,5412
"41,767.92",34.52,4971
"41,767.96",29.18,4564
"41,768.00",25.81,4310
"41,768.04",23.25,4121
"41,768.08",22.86,4020
"41,768.13",24.19,4013
"41,768.17",29.21,4206
"41,768.21",34.89,4630
"41,768.25",40.73,5307
"41,768.29",40.97,5794
"41,768.33",47.05,6113
"41,768.38",48.24,6263
"41,768.42",47.5,6306
"41,768.46",47.63,6348
"41,768.50",49.14,6347
"41,768.54",51.84,6321
"41,768.58",52.2,6302
"41,768.63",47.27,6311
"41,768.67",46.37,6296
"41,768.71",41.53,6097
"41,768.75",41.9,5935
"41,768.79",44.77,5903
"41,768.83",40.94,5711
"41,768.88",36.94,5392
"41,768.92",35.32,5027
"41,768.96",32.35,4655
"41,769.00",27.61,4425
"41,769.04",25.37,4269
"41,769.08",23.28,4174
"41,769.13",24.47,4141
"41,769.17",26.43,4136
"41,769.21",27.68,4337
"41,769.25",31.73,4648
"41,769.29",35.76,4936
"41,769.33",41.93,5272
"41,769.38",45.51,5531
"41,769.42",46.06,5678
"41,769.46",46.18,5788
"41,769.50",45.6,5812
"41,769.54",45.41,5811
"41,769.58",45,5812
"41,769.63",46.3,5797
"41,769.67",46.23,5757
"41,769.71",45.67,5644
"41,769.75",46.92,5638
"41,769.79",51.68,5749
"41,769.83",46.09,5691
"41,769.88",37.92,5474
"41,769.92",36.21,5187
"41,769.96",32.08,4940
"41,770.00",25.26,4637
"41,770.04",23.25,4439
"41,770.08",21.88,4317
"41,770.13",21.56,4271
"41,770.17",21.73,4217
"41,770.21",22.62,4340
"41,770.25",27.21,4599
"41,770.29",30.42,4849
"41,770.33",34.33,5161
"41,770.38",36.78,5417
"41,770.42",37.56,5567
"41,770.46",39.74,5658
"41,770.50",39.47,5686
"41,770.54",39.56,5702
"41,770.58",39.63,5747
"41,770.63",41.73,5730
"41,770.67",43.97,5707
"41,770.71",43.43,5596
"41,770.75",44.58,5630
"41,770.79",50.67,5759
"41,770.83",43.82,5701
"41,770.88",36.1,5464
"41,770.92",32.58,5082
"41,770.96",35.45,4786
"41,771.00",28.19,4538
"41,771.04",25.96,4457
"41,771.08",24.22,4409
"41,771.13",27.72,4408
"41,771.17",33.56,4479
"41,771.21",39.54,5024
"41,771.25",42.6,5702
"41,771.29",47.82,6256
"41,771.33",50.75,6663
"41,771.38",55.06,6901
"41,771.42",57.98,7032
"41,771.46",58.53,7145
"41,771.50",58.95,7240
"41,771.54",63.12,7300
"41,771.58",65.29,7365
"41,771.63",67,7428
"41,771.67",61.41,7406
"41,771.71",56.14,7156
"41,771.75",54.53,6934
"41,771.79",55.37,6872
"41,771.83",48.63,6752
"41,771.88",43.78,6487
"41,771.92",40.49,6036
"41,771.96",32.24,5370
"41,772.00",26.29,4974
"41,772.04",21.71,4639
"41,772.08",20.32,4439
"41,772.13",21.52,4427
"41,772.17",30.78,4739
"41,772.21",38.33,5056
"41,772.25",43.28,5785
"41,772.29",46.74,6286
"41,772.33",48.45,6622
"41,772.38",49.95,6774
"41,772.42",51.34,6821
"41,772.46",51.44,6846
"41,772.50",50.75,6835
"41,772.54",51.18,6790
"41,772.58",51.59,6750
"41,772.63",52.44,6729
"41,772.67",49.95,6682
"41,772.71",46.89,6462
"41,772.75",45.43,6303
"41,772.79",50.76,6251
"41,772.83",44.65,6070
"41,772.88",39.87,5718
"41,772.92",36.78,5267
"41,772.96",26.1,4647
"41,773.00",20.3,4440
"41,773.04",16.92,4278
"41,773.08",16.71,4190
"41,773.13",17.3,4183
"41,773.17",25.98,4326
"41,773.21",33.65,4778
"41,773.25",39.08,5441
"41,773.29",40.85,5914
"41,773.33",43.39,6225
"41,773.38",45.36,6371
"41,773.42",46.15,6433
"41,773.46",46,6486
"41,773.50",46.96,6511
"41,773.54",45.96,6506
"41,773.58",45.1,6498
"41,773.63",45.04,6519
"41,773.67",45.19,6506
"41,773.71",43.34,6335
"41,773.75",44.13,6194
"41,773.79",47.55,6152
"41,773.83",41.09,6000
"41,773.88",33.67,5670
"41,773.92",33.97,5231
"41,773.96",26.35,4780
"41,774.00",18.86,4490
"41,774.04",16.02,4348
"41,774.08",15.86,4274
"41,774.13",16.05,4280
"41,774.17",22.01,4453
"41,774.21",33.66,5003
"41,774.25",36,5709
"41,774.29",42.96,6233
"41,774.33",46.4,6595
"41,774.38",46.71,6758
"41,774.42",48.84,6833
"41,774.46",50,6894
"41,774.50",50.1,6916
"41,774.54",53.1,6921
"41,774.58",55.23,6925
"41,774.63",56.31,6913
"41,774.67",50.19,6854
"41,774.71",45.04,6622
"41,774.75",45.52,6446
"41,774.79",48.88,6365
"41,774.83",42.32,6196
"41,774.88",34.46,5852
"41,774.92",32.94,5405
"41,774.96",22.89,4818
"41,775.00",16.8,4564
"41,775.04",14.79,4458
"41,775.08",14.73,4400
"41,775.13",15.09,4395
"41,775.17",19.3,4526
"41,775.21",30.75,5057
"41,775.25",32.76,5714
"41,775.29",42,6196
"41,775.33",44.51,6536
"41,775.38",44.04,6697
"41,775.42",45.03,6762
"41,775.46",44.23,6805
"41,775.50",44.99,6807
"41,775.54",44.63,6770
"41,775.58",44.63,6733
"41,775.63",43.96,6700
"41,775.67",44.28,6639
"41,775.71",37.03,6407
"41,775.75",36.62,6215
"41,775.79",41.68,6106
"41,775.83",37.16,5939
"41,775.88",30.66,5649
"41,775.92",29.45,5287
"41,775.96",30.92,4872
"41,776.00",27.44,4580
"41,776.04",23.13,4476
"41,776.08",19.92,4410
"41,776.13",21.73,4373
"41,776.17",24.54,4270
"41,776.21",29.89,4415
"41,776.25",28.68,4709
"41,776.29",34.58,4993
"41,776.33",41.59,5245
"41,776.38",43.81,5456
"41,776.42",44,5567
"41,776.46",44,5621
"41,776.50",41.97,5615
"41,776.54",42.85,5607
"41,776.58",42.74,5580
"41,776.63",42.73,5529
"41,776.67",41.23,5494
"41,776.71",37.82,5400
"41,776.75",37.64,5362
"41,776.79",43.37,5381
"41,776.83",38.77,5360
"41,776.88",33.6,5190
"41,776.92",32.48,4952
"41,776.96",28.21,4602
"41,777.00",22.72,4310
"41,777.04",18.62,4198
"41,777.08",17.27,4115
"41,777.13",16.76,4075
"41,777.17",18.61,3963
"41,777.21",22.44,4080
"41,777.25",25.68,4274
"41,777.29",28.75,4512
"41,777.33",31.67,4744
"41,777.38",33.54,4964
"41,777.42",33.75,5106
"41,777.46",33.74,5186
"41,777.50",33.74,5209
"41,777.54",33.73,5236
"41,777.58",33.23,5232
"41,777.63",33.76,5249
"41,777.67",36.16,5269
"41,777.71",33.74,5267
"41,777.75",37.86,5235
"41,777.79",42.96,5300
"41,777.83",36.83,5267
"41,777.88",31.49,5070
"41,777.92",29.29,4725
"41,777.96",28.04,4362
"41,778.00",20.34,4122
"41,778.04",18.39,4066
"41,778.08",16.72,4030
"41,778.13",19.39,4024
"41,778.17",24.92,4080
"41,778.21",34.49,4575
"41,778.25",37.18,5165
"41,778.29",40.63,5631
"41,778.33",41.81,5904
"41,778.38",42.97,6060
"41,778.42",43.06,6129
"41,778.46",44.28,6174
"41,778.50",45.5,6199
"41,778.54",44.96,6218
"41,778.58",44.93,6225
"41,778.63",45,6254
"41,778.67",44.47,6249
"41,778.71",40.96,6068
"41,778.75",41.16,5864
"41,778.79",45.11,5774
"41,778.83",40.72,5670
"41,778.88",32.48,5342
"41,778.92",30.83,4893
"41,778.96",26.79,4462
"41,779.00",21.89,4193
"41,779.04",19.28,4142
"41,779.08",19.12,4102
"41,779.13",19.64,4092
"41,779.17",25.09,4134
"41,779.21",34.29,4621
"41,779.25",37.01,5203
"41,779.29",41.25,5669
"41,779.33",44.92,5961
"41,779.38",46.55,6135
"41,779.42",48.44,6233
"41,779.46",49.53,6308
"41,779.50",46.43,6368
"41,779.54",46.38,6420
"41,779.58",46.53,6471
"41,779.63",46.92,6522
"41,779.67",46.33,6520
"41,779.71",41.9,6320
"41,779.75",41.22,6096
"41,779.79",46.35,6015
"41,779.83",41.3,5926
"41,779.88",33.6,5642
"41,779.92",29.62,5250
"41,779.96",24.9,4937
"41,780.00",20.52,4559
"41,780.04",17.99,4364
"41,780.08",17.22,4264
"41,780.13",18.33,4247
"41,780.17",24.08,4457
"41,780.21",32.07,4866
"41,780.25",31.57,5572
"41,780.29",36.57,6072
"41,780.33",39.03,6398
"41,780.38",41.06,6571
"41,780.42",41.18,6656
"41,780.46",42.04,6717
"41,780.50",42.39,6767
"41,780.54",41.88,6775
"41,780.58",41.29,6770
"41,780.63",41.36,6767
"41,780.67",40.72,6712
"41,780.71",38.41,6463
"41,780.75",36.62,6239
"41,780.79",40.76,6136
"41,780.83",35.08,5970
"41,780.88",27.7,5632
"41,780.92",26.19,5206
"41,780.96",32.33,4645
"41,781.00",27.84,4488
"41,781.04",24.3,4334
"41,781.08",21.89,4257
"41,781.13",24.22,4240
"41,781.17",32.45,4396
"41,781.21",38.14,4877
"41,781.25",37.12,5522
"41,781.29",40.01,6007
"41,781.33",40.86,6319
"41,781.38",42.97,6468
"41,781.42",43.85,6535
"41,781.46",43.59,6588
"41,781.50",44.04,6619
"41,781.54",42.48,6630
"41,781.58",42.07,6621
"41,781.63",42.13,6643
"41,781.67",41.34,6622
"41,781.71",40.46,6396
"41,781.75",39.64,6183
"41,781.79",40.75,6105
"41,781.83",37.98,5953
"41,781.88",29.59,5607
"41,781.92",27.48,5210
"41,781.96",30.01,4728
"41,782.00",24.95,4567
"41,782.04",21.3,4349
"41,782.08",18.87,4237
"41,782.13",20.89,4224
"41,782.17",28.24,4416
"41,782.21",31.98,4837
"41,782.25",32.21,5495
"41,782.29",36.55,5996
"41,782.33",39.36,6331
"41,782.38",40.88,6509
"41,782.42",40.8,6597
"41,782.46",40.68,6651
"41,782.50",40.78,6670
"41,782.54",40.02,6663
"41,782.58",39.63,6628
"41,782.63",39.02,6640
"41,782.67",38.36,6598
"41,782.71",36.79,6329
"41,782.75",36.02,6057
"41,782.79",39.79,6004
"41,782.83",37.47,5837
"41,782.88",33.23,5523
"41,782.92",30.31,5177
"41,782.96",23.51,4751
"41,783.00",20.13,4484
"41,783.04",18.93,4327
"41,783.08",17.88,4236
"41,783.13",18.09,4187
"41,783.17",18.07,4149
"41,783.21",24.44,4386
"41,783.25",25.92,4698
"41,783.29",29.34,5029
"41,783.33",33.82,5344
"41,783.38",34.31,5593
"41,783.42",35.91,5780
"41,783.46",35.89,5822
"41,783.50",35.71,5811
"41,783.54",34.54,5759
"41,783.58",34.33,5717
"41,783.63",34.35,5732
"41,783.67",35.07,5692
"41,783.71",34.82,5572
"41,783.75",37.35,5406
"41,783.79",40.02,5389
"41,783.83",37.71,5353
"41,783.88",30.71,5146
"41,783.92",24.96,4883
"41,783.96",24.9,4474
"41,784.00",20.99,4382
"41,784.04",18.58,4184
"41,784.08",17.72,4061
"41,784.13",18.33,4000
"41,784.17",14.98,3917
"41,784.21",16.32,3998
"41,784.25",19.82,4170
"41,784.29",24.71,4448
"41,784.33",28.38,4754
"41,784.38",29.65,5081
"41,784.42",32.57,5302
"41,784.46",33.81,5438
"41,784.50",34.58,5513
"41,784.54",35.1,5579
"41,784.58",34.72,5645
"41,784.63",35.54,5720
"41,784.67",35.26,5742
"41,784.71",34.2,5697
"41,784.75",35.08,5588
"41,784.79",37.93,5687
"41,784.83",36.28,5725
"41,784.88",30.57,5542
"41,784.92",24.71,5163
"41,784.96",23.5,4722
"41,785.00",18.53,4484
"41,785.04",16.62,4231
"41,785.08",16.29,4080
"41,785.13",16.37,4024
"41,785.17",16.09,4023
"41,785.21",16.61,4233
"41,785.25",22.38,4617
"41,785.29",24.6,4992
"41,785.33",28.46,5344
"41,785.38",31.39,5670
"41,785.42",36.4,5885
"41,785.46",37.14,6036
"41,785.50",39.75,6176
"41,785.54",39.51,6289
"41,785.58",40.34,6425
"41,785.63",42.15,6552
"41,785.67",42.31,6637
"41,785.71",40.26,6582
"41,785.75",40.39,6384
"41,785.79",42.3,6387
"41,785.83",40.39,6464
"41,785.88",36.04,6286
"41,785.92",28.4,5964
"41,785.96",30.4,5596
"41,786.00",26,5380
"41,786.04",23.46,5278
"41,786.08",22.22,5227
"41,786.13",23.9,5206
"41,786.17",28.72,5259
"41,786.21",33.52,5785
"41,786.25",39.03,6426
"41,786.29",41.24,6977
"41,786.33",47.87,7426
"41,786.38",53.53,7687
"41,786.42",58,7850
"41,786.46",58.31,7986
"41,786.50",62.22,8084
"41,786.54",65.75,8148
"41,786.58",80,8231
"41,786.63",80,8336
"41,786.67",76.48,8357
"41,786.71",57.07,8066
"41,786.75",52.58,7800
"41,786.79",54.51,7645
"41,786.83",47.62,7424
"41,786.88",41.49,7014
"41,786.92",36.32,6540
"41,786.96",29.8,5996
"41,787.00",24.52,5448
"41,787.04",21.66,5084
"41,787.08",19.82,4898
"41,787.13",20.05,4849
"41,787.17",25.47,5144
"41,787.21",32.48,5521
"41,787.25",37.86,6208
"41,787.29",39.15,6702
"41,787.33",41.68,7022
"41,787.38",43.82,7169
"41,787.42",44.17,7220
"41,787.46",43.63,7227
"41,787.50",44.74,7223
"41,787.54",44.96,7179
"41,787.58",45.52,7117
"41,787.63",45.22,7102
"41,787.67",44.22,7043
"41,787.71",42.76,6780
"41,787.75",42,6516
"41,787.79",43.69,6364
"41,787.83",38.42,6215
"41,787.88",31.39,5903
"41,787.92",27.77,5484
"41,787.96",31.11,4909
"41,788.00",27.13,4732
"41,788.04",24.77,4534
"41,788.08",24.01,4438
"41,788.13",24.74,4392
"41,788.17",29.2,4559
"41,788.21",32.08,5017
"41,788.25",38.61,5651
"41,788.29",40.63,6143
"41,788.33",42.97,6490
"41,788.38",43.6,6640
"41,788.42",44.32,6709
"41,788.46",43.37,6712
"41,788.50",43.79,6718
"41,788.54",43.79,6690
"41,788.58",43.79,6654
"41,788.63",45.06,6667
"41,788.67",44.34,6611
"41,788.71",41.85,6360
"41,788.75",40.7,6066
"41,788.79",43.56,5900
"41,788.83",41.22,5793
"41,788.88",35.57,5496
"41,788.92",31.72,5087
"41,788.96",26.45,4646
"41,789.00",20.6,4420
"41,789.04",23.28,4246
"41,789.08",23.57,4153
"41,789.13",22.03,4117
"41,789.17",24.23,4259
"41,789.21",32.4,4732
"41,789.25",34.19,5424
"41,789.29",37.54,5933
"41,789.33",40.33,6303
"41,789.38",42.46,6486
"41,789.42",43.98,6581
"41,789.46",43.77,6596
"41,789.50",44.1,6602
"41,789.54",43.92,6556
"41,789.58",44.43,6499
"41,789.63",43.09,6492
"41,789.67",42.15,6403
"41,789.71",38.56,6127
"41,789.75",35.24,5819
"41,789.79",39.13,5627
"41,789.83",34.87,5528
"41,789.88",29.04,5269
"41,789.92",30.86,4921
"41,789.96",27.58,4391
"41,790.00",23.12,4263
"41,790.04",16.75,4227
"41,790.08",15.99,4202
"41,790.13",15.88,4162
"41,790.17",16.06,4021
"41,790.21",20.78,4261
"41,790.25",27.27,4544
"41,790.29",31.28,4883
"41,790.33",36.42,5163
"41,790.38",38.99,5386
"41,790.42",40.35,5493
"41,790.46",41.02,5500
"41,790.50",39.33,5472
"41,790.54",39.01,5389
"41,790.58",38.4,5305
"41,790.63",39.05,5262
"41,790.67",38.07,5190
"41,790.71",36.46,5101
"41,790.75",37.07,4976
"41,790.79",41.65,4949
"41,790.83",40.03,4916
"41,790.88",33.71,4764
"41,790.92",30.6,4480
"41,790.96",31.76,4193
"41,791.00",29.76,4190
"41,791.04",25.59,4169
"41,791.08",24.87,4142
"41,791.13",24.52,4107
"41,791.17",24.73,3951
"41,791.21",24.91,4101
"41,791.25",25.25,4290
"41,791.29",28.59,4558
"41,791.33",32.8,4819
"41,791.38",36.31,5080
"41,791.42",37.71,5247
"41,791.46",38.06,5335
"41,791.50",37.44,5363
"41,791.54",36.36,5364
"41,791.58",36.89,5345
"41,791.63",38.44,5319
"41,791.67",39.29,5290
"41,791.71",38.28,5191
"41,791.75",38.38,5141
"41,791.79",41.58,5209
"41,791.83",39.47,5228
"41,791.88",34.07,5064
"41,791.92",29.07,4707
"41,791.96",32.4,4286
"41,792.00",27.86,4158
"41,792.04",25.01,4188
"41,792.08",24.52,4197
"41,792.13",25.74,4184
"41,792.17",29.57,4162
"41,792.21",32.57,4758
"41,792.25",36.44,5354
"41,792.29",40.49,5877
"41,792.33",44.01,6213
"41,792.38",48.13,6430
"41,792.42",49.62,6565
"41,792.46",49.9,6657
"41,792.50",52.32,6718
"41,792.54",52.36,6761
"41,792.58",53.93,6788
"41,792.63",57.09,6799
"41,792.67",53.45,6763
"41,792.71",51.83,6497
"41,792.75",49.68,6264
"41,792.79",50.78,6189
"41,792.83",44.79,6089
"41,792.88",41.33,5838
"41,792.92",38.17,5369
"41,792.96",32.55,4858
"41,793.00",29.52,4545
"41,793.04",26.01,4514
"41,793.08",23.78,4493
"41,793.13",25.05,4474
"41,793.17",30.62,4470
"41,793.21",35.52,5079
"41,793.25",41.38,5713
"41,793.29",43,6300
"41,793.33",46.63,6694
"41,793.38",51.04,6929
"41,793.42",51.84,7069
"41,793.46",52.37,7171
"41,793.50",58.26,7229
"41,793.54",63.38,7246
"41,793.58",68.03,7249
