price,load
59.56,5470
61.81,5065
57.81,4784
55.74,4623
57.22,4555
62.33,4549
68.74,4756
93.74,5234
111.4,5826
108.05,6241
107.59,6503
107.01,6627
101.23,6650
95.65,6652
91.3,6632
86.77,6595
83.44,6575
86.43,6578
89.94,6576
96.61,6512
125.02,6531
111.71,6491
99.89,6330
79.92,6019
68.69,5587
75.41,5238
68.81,4894
63.44,4723
65.39,4656
73.86,4652
75.17,4873
106.71,5322
121.27,5876
106.98,6243
104.9,6465
102.61,6569
93.51,6579
89.15,6572
86.91,6537
83.64,6473
83.4,6431
84.4,6429
85.39,6400
84.32,6299
104.93,6318
90.58,6272
80.2,6088
71.77,5788
60.68,5378
39.49,5043
39.31,4713
38.6,4521
38.67,4428
38.78,4420
40.01,4638
55.92,5038
60.32,5575
60.31,5962
57.76,6211
58.97,6324
54.72,6345
52.34,6335
51.36,6305
48.03,6253
46.96,6222
48.04,6220
50.64,6186
51.52,6050
59.04,5993
54.96,5903
49.2,5709
45.35,5431
40.07,5078
41.96,4776
40.57,4514
38.76,4349
37.82,4265
37.87,4231
38.43,4296
39.94,4485
41.03,4711
47.36,4964
53.21,5229
53.17,5422
53.96,5533
51.24,5580
47.68,5567
45.16,5527
44.35,5502
44.45,5493
47.42,5481
49.92,5490
59.41,5584
55.35,5609
50.36,5485
47.53,5286
42.02,5005
42.03,4739
39.76,4498
38.91,4306
38.09,4202
37.56,4161
38.4,4172
35.56,4282
38.93,4435
44.22,4638
51.35,4863
53.42,5052
52.83,5176
53.78,5246
49.36,5264
46.88,5252
46.48,5252
46.92,5264
47.83,5294
51.86,5365
65.12,5502
61.68,5572
53.88,5496
46.11,5309
40.86,4994
39.13,4725
36.97,4490
36.4,4318
36.89,4248
38.54,4262
42.38,4529
52.57,4965
61.2,5559
65.7,6009
69.69,6283
66.16,6399
61.65,6429
57.91,6422
56.52,6398
54,6368
52.84,6350
53.76,6359
53.58,6341
54.09,6251
65.54,6258
64.11,6237
52.56,6050
46.96,5716
41.79,5253
40.23,4842
39.37,4573
38.33,4358
38.12,4263
38.86,4266
43.74,4531
56.3,4954
69.3,5542
58.47,5970
59.83,6236
59.15,6318
55.05,6316
52.48,6304
50.47,6274
47.26,6231
46.56,6214
47.23,6260
48.38,6244
48.9,6127
60.43,6135
60.34,6179
48.68,5951
43.11,5601
41.9,5131
43.95,4681
41.43,4484
39.11,4303
38.73,4218
41.22,4218
45.07,4439
69.69,4894
69.88,5478
67.3,5911
71.38,6183
65.18,6268
63.31,6270
60.22,6256
57.94,6238
54.08,6223
53.28,6214
54.13,6271
55.38,6239
56.15,6119
69.57,6093
75.08,6104
54.6,5864
49.1,5506
45.13,5033
36.9,4595
34.76,4355
34.17,4205
34.36,4129
35.84,4121
38.6,4315
48.95,4822
55.28,5433
55.76,5898
59.02,6183
59.77,6276
60.38,6284
58.99,6252
57.29,6233
55.54,6220
55.79,6212
56.27,6260
56.76,6284
56.42,6151
62.01,6098
62.88,6110
49.85,5856
44.46,5501
41.58,5042
37.36,4583
35.02,4363
32.65,4221
32.33,4150
32.48,4144
35.94,4312
45.35,4804
55.24,5399
56.3,5869
58.75,6173
59.68,6304
59.73,6355
56.91,6357
55.54,6340
54.22,6327
53.62,6305
54.16,6346
53.6,6343
53.09,6179
56.47,6069
57.49,6036
48.4,5780
45.81,5462
40.31,5069
38.02,4703
32.57,4440
31.28,4283
31.12,4193
30.3,4164
31.65,4199
35.25,4406
37.64,4629
42.29,4872
46.97,5120
49.61,5281
48.21,5393
47.85,5441
42.33,5424
40.96,5395
40.52,5357
40.55,5350
41.48,5337
42.18,5353
51.96,5442
51.38,5538
47.2,5409
41.6,5202
38.54,4931
37.97,4736
34.65,4425
32.24,4273
32.05,4184
32.34,4152
33.69,4167
34.92,4324
35.92,4464
38.56,4619
42.59,4817
44.17,4986
43.37,5100
41.53,5165
38.5,5174
36.98,5170
36.8,5147
38.47,5151
39.31,5163
40.73,5226
53.4,5347
53.43,5490
46.58,5402
40.4,5206
37.97,4898
37.7,4606
35.15,4374
33.96,4266
33.98,4207
34.52,4213
39.08,4381
50.04,4903
58.65,5480
57.91,5909
60.82,6199
61.47,6326
60.83,6368
60.38,6371
57.82,6364
55.54,6361
55.52,6346
54.85,6363
56.7,6374
57.05,6247
63.79,6175
64.39,6163
51.64,5940
44.45,5603
41.12,5142
37.13,4714
34.01,4405
31.27,4234
30.61,4142
32.49,4140
38.54,4344
49.6,4801
55.72,5429
54.47,5895
56.91,6180
57.14,6314
57.14,6355
57.38,6352
56.6,6322
54.61,6302
54.29,6281
53.95,6283
54.22,6282
53.86,6143
56.06,6084
58.52,6083
47.32,5853
41.51,5508
39.37,5051
38.51,4652
35.04,4375
32.9,4208
32.28,4123
33.56,4121
38.53,4329
52.05,4798
51.53,5406
53.93,5833
55.51,6089
56.79,6204
57.14,6228
55.07,6211
54.08,6181
53.39,6144
52.38,6113
52.69,6101
52.98,6094
52.86,5995
56.27,5974
58.75,6010
49.78,5842
44.22,5527
40.7,5091
39.9,4613
36.48,4379
35.51,4208
34.48,4121
35.01,4122
39.27,4344
48.06,4788
48.51,5374
49.99,5776
53.39,6014
54.53,6125
54.26,6142
53.57,6127
52.42,6095
48.49,6060
47.16,6033
44.49,6013
43.34,6009
43.2,5899
52.26,5860
54.87,5859
42.63,5679
39.16,5356
36.86,4926
34.77,4507
30.79,4279
29.07,4097
28.84,3999
29.68,3992
34.69,4207
41.73,4640
46.64,5262
52.09,5736
53.65,6032
54.49,6181
53.84,6230
53.15,6239
53.71,6223
51.79,6197
51.69,6172
48.29,6151
45.52,6139
44.96,5953
50.35,5853
54.12,5806
44.75,5578
41.85,5265
39.1,4880
33.41,4490
30.89,4280
27.81,4143
26.79,4063
26.86,4038
28.34,4064
31.43,4266
35.24,4497
41.78,4767
47.07,5023
48.89,5229
48.77,5333
42.41,5381
40.1,5359
38.68,5315
38.48,5269
38.32,5230
39.61,5210
39.82,5200
50.81,5289
52.05,5388
44.81,5285
38.88,5076
34.9,4797
31.38,4491
28.56,4262
25.82,4112
24.46,4028
24.25,3999
24.41,4007
25.39,4126
29.22,4270
34.86,4450
39.12,4681
39.74,4887
42.22,5024
38.72,5099
37.73,5131
36.78,5149
36.7,5142
37.6,5133
39.38,5149
40.17,5152
49.65,5255
53.1,5397
45.02,5333
38.52,5123
34.03,4785
32.76,4450
29.32,4266
26.97,4164
26.34,4112
27.42,4115
32.94,4285
41.31,4845
49.17,5484
51.17,5965
53.72,6293
56.97,6465
58.68,6535
56.63,6586
57.74,6613
56.63,6600
56.47,6616
53.4,6623
53.06,6603
51.64,6381
56.84,6248
58.57,6231
47.61,5998
40.08,5633
38.57,5150
33.89,4690
30.36,4377
28.11,4221
27.34,4138
28.85,4134
34.14,4316
46.47,4805
50.42,5454
51.81,5913
52.95,6189
56.52,6316
55.06,6327
53.02,6317
52.84,6292
52.57,6250
52.26,6236
52.17,6239
52.07,6246
51.51,6079
53.85,5995
58.29,6016
50.49,5809
43.35,5472
38.71,5013
41.31,4636
38.41,4396
36.95,4216
37.06,4127
37.84,4141
45.8,4380
57.42,4830
64.01,5448
63.79,5867
64.03,6109
64.4,6220
62.24,6221
59.97,6211
59.58,6179
58.72,6133
58.36,6110
58.63,6119
59,6131
58.83,6034
64.31,5989
71.56,6040
58.15,5876
52.94,5563
47.36,5125
44.32,4790
41.32,4527
40.02,4348
39.56,4265
41.39,4263
48.03,4469
59.03,4899
64.52,5479
62.98,5889
64.22,6130
64.33,6231
63.43,6242
62.82,6222
63.28,6194
62.29,6160
62.81,6142
61.87,6148
62.2,6131
58.73,6023
63.08,5973
65.28,6039
58.63,5887
54.04,5609
45.88,5217
38.09,4804
34.91,4529
33.41,4347
33.48,4252
34.92,4248
39.66,4439
42.8,4733
55.76,5182
57.34,5591
62.04,5845
60.26,5985
60.57,6034
56.68,6056
56.55,6016
56.39,5969
56.82,5929
56.3,5926
56.86,5918
56.33,5762
56.23,5678
56.53,5723
55.56,5582
41.99,5380
41.2,5094
40.04,4812
37.33,4533
35.2,4318
34.78,4190
34.9,4156
37.1,4234
37.98,4349
40.3,4546
47.61,4781
50.1,5036
48.93,5217
48.55,5335
46.84,5404
45.61,5384
45.13,5326
44.52,5289
44.66,5253
45.92,5224
46.17,5212
52.63,5267
58.62,5388
50.27,5319
47.1,5161
42.75,4925
37.73,4686
35.5,4315
33.44,4151
33.03,4057
33.08,4030
34.47,4060
33.85,4142
36.42,4257
39,4425
41.95,4644
42.19,4839
41.55,4983
41.24,5075
40.06,5095
39.2,5083
39.07,5074
39.3,5060
39.05,5069
42.22,5112
46.71,5201
54.19,5364
45.77,5332
41.1,5190
34.79,4922
35.54,4604
33.73,4330
31.14,4177
30.51,4106
31.88,4109
36.82,4303
44.54,4719
45.3,5260
46.61,5702
48.56,5979
49.57,6114
49.59,6153
48.64,6167
48.59,6147
47.83,6106
47.66,6073
47.65,6048
47.66,6024
47.68,5902
48.85,5836
53.35,5903
47.25,5765
41.93,5489
40.41,5088
34.58,4650
31.22,4323
28.62,4128
29.1,4036
30.37,4043
35.8,4283
42.63,4644
52.24,5203
53.46,5680
61.37,5994
58.97,6150
58.58,6214
55.99,6239
55,6241
52.21,6232
52.08,6219
50.43,6208
51.11,6192
51.78,6007
50.94,5884
54.26,5917
48.59,5738
42.67,5438
38.05,5012
35.62,4571
31.48,4294
29.7,4124
29.45,4038
31.46,4038
36.98,4228
43.43,4611
53.22,5185
54.61,5642
54.96,5945
56.31,6072
55.69,6123
54.96,6125
54.96,6101
52.32,6071
52.11,6048
50.36,6042
51.79,6030
49.63,5876
51,5787
54.43,5824
50.14,5676
41.41,5398
38,4990
34.87,4584
32.36,4303
30.28,4137
30.29,4060
32.14,4063
37.9,4258
45.09,4644
52.6,5185
53.14,5620
54.89,5888
54.84,6009
54.89,6038
53.78,6032
53.68,6014
53.59,5974
52.54,5939
51.77,5914
52.59,5881
51.3,5736
53.18,5647
57.36,5705
51.88,5567
42.79,5299
38.3,4913
37.82,4520
35.24,4292
33.3,4130
32.51,4051
34.2,4048
38.34,4220
48.37,4582
53.7,5104
55.84,5517
57.52,5792
57.74,5904
55.95,5945
55.03,5931
54.41,5902
53.82,5855
53.32,5814
50.89,5784
51.09,5740
50.48,5624
52.34,5521
57.12,5560
51.35,5415
43.93,5184
39.44,4863
33.97,4474
32.6,4300
33.66,4125
30.35,4028
31.24,3993
31.75,4030
33.49,4161
36.33,4379
46.27,4657
48.72,4937
49.38,5137
49.35,5266
47.58,5305
46.75,5295
45.46,5253
44.39,5213
44.43,5180
45.63,5151
45.85,5138
49.11,5187
55.46,5322
49.34,5241
43.8,5051
38.77,4774
39.45,4504
36.1,4259
33.51,4091
31.52,4000
32.02,3962
33.31,3969
33.73,4068
34.71,4206
39.54,4383
43.32,4609
45.36,4790
45.01,4939
46.15,5011
45.36,5038
44.68,5029
44.12,5020
45.65,5015
47.12,5020
47.96,5049
49.28,5118
59.12,5292
49.85,5255
46.69,5070
39.69,4753
38.72,4461
33.23,4221
32.32,4094
30.95,4040
33.43,4041
40.37,4210
44.74,4642
50.46,5215
53,5663
53.61,5947
55.7,6070
55.75,6127
54.74,6157
55.4,6155
52.55,6125
52.41,6094
52.04,6091
52.9,6063
52.95,5915
53.1,5813
60.1,5883
52.42,5726
48.18,5419
39.83,4981
38.48,4512
32.62,4269
30.66,4114
28.88,4040
31.92,4036
38.2,4201
45.16,4598
50.28,5190
53.19,5668
55.75,5976
58.48,6114
60.31,6191
57.46,6227
58.26,6235
55.51,6226
53.6,6226
53.33,6246
53.96,6253
54.86,6093
53.62,5945
62.65,5968
52.76,5799
48.69,5488
41.84,5046
30.17,4584
28.02,4326
26.41,4159
25.75,4080
26.95,4073
33.24,4248
43.38,4626
49.76,5211
53.01,5675
56.04,5983
58.53,6124
58.28,6197
57.52,6233
57.1,6242
54.86,6234
53.09,6235
52.52,6263
54.77,6268
54.32,6103
54.99,5931
58.6,5920
48.85,5744
43.87,5421
39.78,4981
27.7,4549
24.03,4254
22.63,4069
21.11,3986
23.14,3977
28.49,4227
40.21,4689
47.33,5350
49.09,5823
55.16,6158
57.14,6344
53.73,6427
54.6,6499
54.5,6535
56.62,6543
54.16,6547
55.71,6580
55.1,6539
54.75,6265
52,6013
56.23,5955
44.98,5748
40.35,5378
37.84,4918
27.58,4439
24.19,4219
21.83,4050
21.25,3970
22.15,3953
25.61,4108
39.93,4557
46.89,5193
49.49,5656
48.43,5967
49.85,6127
49.89,6197
49.08,6227
49.13,6228
49.3,6206
47.38,6195
48.52,6242
47.95,6207
45.7,5982
46.97,5756
54.57,5711
46.25,5527
41.68,5212
38.71,4835
29.92,4490
25.55,4200
24.49,4067
22.61,3997
24.44,3968
25.37,3958
27.29,4159
32.77,4437
38.7,4718
45,5012
46.59,5247
47.44,5345
45.26,5420
44.04,5406
41.92,5370
40.94,5342
40.93,5366
41.18,5349
42.14,5289
43.6,5241
50.6,5309
46.92,5219
39.75,4996
34.46,4702
29.45,4360
25.63,4143
23.48,4009
22.44,3944
22.49,3916
22.43,3882
23.36,4048
26.07,4243
30.27,4461
38.06,4717
38.59,4948
40.56,5081
40.17,5181
39.01,5200
37.96,5194
37.69,5195
37.78,5236
38.92,5256
39.3,5245
44.58,5243
51.05,5350
44.79,5301
38.9,5068
31.9,4622
28.86,4289
24.35,4066
22.7,3979
22.01,3937
24.13,3938
29.47,4053
38.42,4586
47.17,5206
48.64,5679
49.09,5988
49.99,6144
49.8,6172
49.89,6199
49.93,6190
49.32,6194
48.59,6228
48.65,6261
49.23,6253
47.46,6076
49.02,5905
52.71,5882
47.29,5723
40.47,5381
36.4,4926
28.89,4482
25.67,4178
23.78,4026
23.36,3953
24.26,3943
29.78,4072
39.87,4530
47.54,5176
50.04,5648
51.64,5962
53.09,6110
52.31,6127
54.24,6137
49.6,6149
49.06,6134
48.95,6139
48.97,6172
48.1,6141
47.57,5947
49.5,5846
54.29,5851
46.34,5652
40.14,5288
35.81,4806
30.5,4428
27.64,4167
25.59,4033
25.54,3963
27.51,3950
33.62,4076
39.42,4559
46.46,5199
46.72,5672
47.95,5975
48.41,6112
49,6124
48.47,6128
48.96,6111
49.04,6104
49.04,6122
48.96,6157
48.08,6157
45.69,5985
45.85,5876
50.34,5884
44.25,5721
38.61,5385
36.14,4948
28.59,4526
26.19,4263
24.71,4080
24.56,3990
25.89,3983
32.23,4162
37.56,4597
43.17,5264
43.87,5746
44.82,6047
44.91,6185
45.32,6213
48.24,6245
49.08,6252
49.12,6242
47.99,6239
49.12,6263
49.08,6272
46.96,6114
45.86,5974
49.65,5952
43.31,5763
37.64,5412
34.52,4971
29.18,4564
25.81,4310
23.25,4121
22.86,4020
24.19,4013
29.21,4206
34.89,4630
40.73,5307
40.97,5794
47.05,6113
48.24,6263
47.5,6306
47.63,6348
49.14,6347
51.84,6321
52.2,6302
47.27,6311
46.37,6296
41.53,6097
41.9,5935
44.77,5903
40.94,5711
36.94,5392
35.32,5027
32.35,4655
27.61,4425
25.37,4269
23.28,4174
24.47,4141
26.43,4136
27.68,4337
31.73,4648
35.76,4936
41.93,5272
45.51,5531
46.06,5678
46.18,5788
45.6,5812
45.41,5811
45,5812
46.3,5797
46.23,5757
45.67,5644
46.92,5638
51.68,5749
46.09,5691
37.92,5474
36.21,5187
32.08,4940
25.26,4637
23.25,4439
21.88,4317
21.56,4271
21.73,4217
22.62,4340
27.21,4599
30.42,4849
34.33,5161
36.78,5417
37.56,5567
39.74,5658
39.47,5686
39.56,5702
39.63,5747
41.73,5730
43.97,5707
43.43,5596
44.58,5630
50.67,5759
43.82,5701
36.1,5464
32.58,5082
35.45,4786
28.19,4538
25.96,4457
24.22,4409
27.72,4408
33.56,4479
39.54,5024
42.6,5702
47.82,6256
50.75,6663
55.06,6901
57.98,7032
58.53,7145
58.95,7240
63.12,7300
65.29,7365
67,7428
61.41,7406
56.14,7156
54.53,6934
55.37,6872
48.63,6752
43.78,6487
40.49,6036
32.24,5370
26.29,4974
21.71,4639
20.32,4439
21.52,4427
30.78,4739
38.33,5056
43.28,5785
46.74,6286
48.45,6622
49.95,6774
51.34,6821
51.44,6846
50.75,6835
51.18,6790
51.59,6750
52.44,6729
49.95,6682
46.89,6462
45.43,6303
50.76,6251
44.65,6070
39.87,5718
36.78,5267
26.1,4647
20.3,4440
16.92,4278
16.71,4190
17.3,4183
25.98,4326
33.65,4778
39.08,5441
40.85,5914
43.39,6225
45.36,6371
46.15,6433
46,6486
46.96,6511
45.96,6506
45.1,6498
45.04,6519
45.19,6506
43.34,6335
44.13,6194
47.55,6152
41.09,6000
33.67,5670
33.97,5231
26.35,4780
18.86,4490
16.02,4348
15.86,4274
16.05,4280
22.01,4453
33.66,5003
36,5709
42.96,6233
46.4,6595
46.71,6758
48.84,6833
50,6894
50.1,6916
53.1,6921
55.23,6925
56.31,6913
50.19,6854
45.04,6622
45.52,6446
48.88,6365
42.32,6196
34.46,5852
32.94,5405
22.89,4818
16.8,4564
14.79,4458
14.73,4400
15.09,4395
19.3,4526
30.75,5057
32.76,5714
42,6196
44.51,6536
44.04,6697
45.03,6762
44.23,6805
44.99,6807
44.63,6770
44.63,6733
43.96,6700
44.28,6639
37.03,6407
36.62,6215
41.68,6106
37.16,5939
30.66,5649
29.45,5287
30.92,4872
27.44,4580
23.13,4476
19.92,4410
21.73,4373
24.54,4270
29.89,4415
28.68,4709
34.58,4993
41.59,5245
43.81,5456
44,5567
44,5621
41.97,5615
42.85,5607
42.74,5580
42.73,5529
41.23,5494
37.82,5400
37.64,5362
43.37,5381
38.77,5360
33.6,5190
32.48,4952
28.21,4602
22.72,4310
18.62,4198
17.27,4115
16.76,4075
18.61,3963
22.44,4080
25.68,4274
28.75,4512
31.67,4744
33.54,4964
33.75,5106
33.74,5186
33.74,5209
33.73,5236
33.23,5232
33.76,5249
36.16,5269
33.74,5267
37.86,5235
42.96,5300
36.83,5267
31.49,5070
29.29,4725
28.04,4362
20.34,4122
18.39,4066
16.72,4030
19.39,4024
24.92,4080
34.49,4575
37.18,5165
40.63,5631
41.81,5904
42.97,6060
43.06,6129
44.28,6174
45.5,6199
44.96,6218
44.93,6225
45,6254
44.47,6249
40.96,6068
41.16,5864
45.11,5774
40.72,5670
32.48,5342
30.83,4893
26.79,4462
21.89,4193
19.28,4142
19.12,4102
19.64,4092
25.09,4134
34.29,4621
37.01,5203
41.25,5669
44.92,5961
46.55,6135
48.44,6233
49.53,6308
46.43,6368
46.38,6420
46.53,6471
46.92,6522
46.33,6520
41.9,6320
41.22,6096
46.35,6015
41.3,5926
33.6,5642
29.62,5250
24.9,4937
20.52,4559
17.99,4364
17.22,4264
18.33,4247
24.08,4457
32.07,4866
31.57,5572
36.57,6072
39.03,6398
41.06,6571
41.18,6656
42.04,6717
42.39,6767
41.88,6775
41.29,6770
41.36,6767
40.72,6712
38.41,6463
36.62,6239
40.76,6136
35.08,5970
27.7,5632
26.19,5206
32.33,4645
27.84,4488
24.3,4334
21.89,4257
24.22,4240
32.45,4396
38.14,4877
37.12,5522
40.01,6007
40.86,6319
42.97,6468
43.85,6535
43.59,6588
44.04,6619
42.48,6630
42.07,6621
42.13,6643
41.34,6622
40.46,6396
39.64,6183
40.75,6105
37.98,5953
29.59,5607
27.48,5210
30.01,4728
24.95,4567
21.3,4349
18.87,4237
20.89,4224
28.24,4416
31.98,4837
32.21,5495
36.55,5996
39.36,6331
40.88,6509
40.8,6597
40.68,6651
40.78,6670
40.02,6663
39.63,6628
39.02,6640
38.36,6598
36.79,6329
36.02,6057
39.79,6004
37.47,5837
33.23,5523
30.31,5177
23.51,4751
20.13,4484
18.93,4327
17.88,4236
18.09,4187
18.07,4149
24.44,4386
25.92,4698
29.34,5029
33.82,5344
34.31,5593
35.91,5780
35.89,5822
35.71,5811
34.54,5759
34.33,5717
34.35,5732
35.07,5692
34.82,5572
37.35,5406
40.02,5389
37.71,5353
30.71,5146
24.96,4883
24.9,4474
20.99,4382
18.58,4184
17.72,4061
18.33,4000
14.98,3917
16.32,3998
19.82,4170
24.71,4448
28.38,4754
29.65,5081
32.57,5302
33.81,5438
34.58,5513
35.1,5579
34.72,5645
35.54,5720
35.26,5742
34.2,5697
35.08,5588
37.93,5687
36.28,5725
30.57,5542
24.71,5163
23.5,4722
18.53,4484
16.62,4231
16.29,4080
16.37,4024
16.09,4023
16.61,4233
22.38,4617
24.6,4992
28.46,5344
31.39,5670
36.4,5885
37.14,6036
39.75,6176
39.51,6289
40.34,6425
42.15,6552
42.31,6637
40.26,6582
40.39,6384
42.3,6387
40.39,6464
36.04,6286
28.4,5964
30.4,5596
26,5380
23.46,5278
22.22,5227
23.9,5206
28.72,5259
33.52,5785
39.03,6426
41.24,6977
47.87,7426
53.53,7687
58,7850
58.31,7986
62.22,8084
65.75,8148
80,8231
80,8336
76.48,8357
57.07,8066
52.58,7800
54.51,7645
47.62,7424
41.49,7014
36.32,6540
29.8,5996
24.52,5448
21.66,5084
19.82,4898
20.05,4849
25.47,5144
32.48,5521
37.86,6208
39.15,6702
41.68,7022
43.82,7169
44.17,7220
43.63,7227
44.74,7223
44.96,7179
45.52,7117
45.22,7102
44.22,7043
42.76,6780
42,6516
43.69,6364
38.42,6215
31.39,5903
27.77,5484
31.11,4909
27.13,4732
24.77,4534
24.01,4438
24.74,4392
29.2,4559
32.08,5017
38.61,5651
40.63,6143
42.97,6490
43.6,6640
44.32,6709
43.37,6712
43.79,6718
43.79,6690
43.79,6654
45.06,6667
44.34,6611
41.85,6360
40.7,6066
43.56,5900
41.22,5793
35.57,5496
31.72,5087
26.45,4646
20.6,4420
23.28,4246
23.57,4153
22.03,4117
24.23,4259
32.4,4732
34.19,5424
37.54,5933
40.33,6303
42.46,6486
43.98,6581
43.77,6596
44.1,6602
43.92,6556
44.43,6499
43.09,6492
42.15,6403
38.56,6127
35.24,5819
39.13,5627
34.87,5528
29.04,5269
30.86,4921
27.58,4391
23.12,4263
16.75,4227
15.99,4202
15.88,4162
16.06,4021
20.78,4261
27.27,4544
31.28,4883
36.42,5163
38.99,5386
40.35,5493
41.02,5500
39.33,5472
39.01,5389
38.4,5305
39.05,5262
38.07,5190
36.46,5101
37.07,4976
41.65,4949
40.03,4916
33.71,4764
30.6,4480
31.76,4193
29.76,4190
25.59,4169
24.87,4142
24.52,4107
24.73,3951
24.91,4101
25.25,4290
28.59,4558
32.8,4819
36.31,5080
37.71,5247
38.06,5335
37.44,5363
36.36,5364
36.89,5345
38.44,5319
39.29,5290
38.28,5191
38.38,5141
41.58,5209
39.47,5228
34.07,5064
29.07,4707
32.4,4286
27.86,4158
25.01,4188
24.52,4197
25.74,4184
29.57,4162
32.57,4758
36.44,5354
40.49,5877
44.01,6213
48.13,6430
49.62,6565
49.9,6657
52.32,6718
52.36,6761
53.93,6788
57.09,6799
53.45,6763
51.83,6497
49.68,6264
50.78,6189
44.79,6089
41.33,5838
38.17,5369
32.55,4858
29.52,4545
26.01,4514
23.78,4493
25.05,4474
30.62,4470
35.52,5079
41.38,5713
43,6300
46.63,6694
51.04,6929
51.84,7069
52.37,7171
58.26,7229
63.38,7246
68.03,7249
65,7265
57.25,7194
52.37,6926
51.04,6619
51.69,6527
47.97,6427
40.82,6135
38.38,5672
32.2,5317
27.99,5045
25.22,5001
24.18,4974
24.9,4946
29.63,4894
36.05,5483
39.37,6109
41.32,6653
42.84,7019
46.79,7236
49.08,7355
49.78,7430
52.37,7462
52.32,7459
52.94,7462
52.32,7483
50.25,7423
46.29,7154
44.2,6897
45.68,6783
42.51,6694
38.66,6406
36.73,5954
31.76,5564
27.59,5046
24.66,4922
24.12,4857
24.81,4845
29.62,4919
35.64,5492
39.92,6101
42.12,6557
45.52,6841
46.49,6967
47.16,7015
47.57,7050
47.96,7043
48.04,7029
48.65,7025
49.75,7033
48.09,6990
45.57,6768
43.96,6545
45.44,6353
42.83,6257
35.54,5965
33.92,5536
29.35,5238
26.32,4702
23.56,4582
22.44,4514
22.54,4502
27.08,4546
32.6,5040
35.65,5606
39.03,6074
39.38,6386
42.27,6579
42.89,6698
43.63,6815
45.37,6877
45.37,6912
44.69,6945
45.33,6987
43.39,6970
41.21,6752
40.16,6482
41.13,6340
39.31,6255
37.72,6020
31.82,5621
32.38,5369
27.11,4799
25.75,4637
23.53,4533
23.36,4492
24.04,4376
24.37,4564
27.61,4819
32.24,5149
36.03,5475
38.56,5776
40.66,5974
43.27,6117
44.03,6177
44.53,6229
44.96,6277
46.03,6305
45.56,6300
43.78,6235
42.03,6107
44.5,6123
43.04,6136
35.93,5997
34.47,5677
32.27,5300
29.8,4964
28.06,4817
23.85,4720
23.15,4679
22.45,4545
18.62,4690
25.17,4899
28.32,5217
34.16,5558
38.11,5910
40.97,6163
41.59,6348
42.85,6447
42.37,6536
44.56,6588
45.96,6624
45.81,6627
44.54,6571
42.2,6440
43.38,6442
43,6504
36.43,6363
34.24,5972
32.34,5477
29.36,5241
25.45,5097
24.13,5023
25.05,5014
29.22,5135
34.31,5713
35.31,6355
38.34,6854
40.4,7189
42.85,7382
44.25,7486
44.77,7541
44.99,7567
46.24,7576
48.16,7589
47.97,7605
47.04,7569
43.66,7323
42.49,7088
42.67,6953
40.78,6838
34.35,6480
32.44,5986
32.9,5503
27.79,5212
24.24,5203
22.81,5193
23.45,5181
26.54,5182
30.9,5882
36.13,6583
39.36,7144
41.52,7542
43.1,7802
45.27,7971
45.63,8081
47.93,8164
47.85,8223
51.51,8272
52.1,8313
50.95,8284
46.09,8012
45.15,7741
44.3,7577
42.83,7469
39.2,7040
34.18,6498
32.85,5689
28.36,5389
24.55,5221
23.03,5128
24.05,5104
27.57,5225
33.67,5769
38.88,6443
41.11,6936
42.75,7258
44.49,7444
46.97,7527
46.39,7541
47.33,7550
49.88,7541
50.96,7542
51.02,7544
50.11,7488
45.14,7223
43.19,6984
42.78,6813
42.33,6702
37.29,6359
34.11,5872
29.52,5181
26.72,4936
23.15,4864
22.24,4822
22.55,4801
26.93,4853
34.02,5501
38,6194
39.47,6720
41.11,7076
43.36,7290
44.96,7416
45.63,7481
46.84,7529
46.2,7575
47.38,7623
47.75,7656
47.4,7607
43.44,7316
42.9,7064
42.86,6910
41.11,6803
37.47,6464
34.9,5973
30.53,5317
29.08,5077
26.31,5025
24.33,4991
25.51,4970
28.48,4991
34.17,5632
37.41,6324
39.41,6880
41.28,7273
43.35,7544
45,7714
45.78,7794
47.56,7838
48.65,7885
50.12,7931
49.38,7956
47.99,7882
44.44,7552
42.9,7255
42.68,7052
41.66,6949
39.31,6658
34.71,6242
30.52,5607
28.95,5268
26.48,5047
22.14,4904
21.66,4803
21.9,4672
22.39,4813
25.55,5113
32.96,5479
35.56,5811
37.95,6070
38.96,6227
39.33,6279
39.73,6271
38.68,6277
39.61,6289
39.82,6259
41.06,6210
39.69,6048
39.49,5917
39.64,5887
38.68,5878
34.99,5720
32.11,5413
29.96,5005
27.46,4818
24.4,4651
21.97,4529
20.24,4464
20.03,4342
18.89,4452
23.94,4658
27,4939
30.65,5238
33.43,5549
35.58,5783
37.7,5916
37.88,5994
37.73,6088
38.42,6186
39.68,6232
41.02,6256
39.65,6144
38.19,6084
40.5,6141
39.58,6195
34.13,6033
31.85,5668
31.19,5273
26.91,4972
23.95,4800
21.92,4695
22.15,4676
28.2,4813
34.02,5266
35.95,5946
39.96,6525
42.75,6912
45.62,7188
47.46,7368
47.79,7483
52.42,7583
55.91,7690
58.74,7785
59.2,7825
56.39,7771
49.7,7414
46.93,7122
46.95,6969
45.31,6834
40.9,6538
36.1,6055
36.14,5657
30.88,5296
25.6,5218
24.45,5162
24.86,5122
29.88,5142
35.11,5732
39.03,6487
41.6,7148
45.08,7646
49.96,7991
53.87,8238
55.18,8395
59.08,8547
60.22,8684
