price,load
23.51,4847
22.29,4746
22.04,4722
24.72,4860
30.4,5359
32.78,6047
34.93,6621
38.46,7020
41.23,7285
43.71,7439
45.93,7530
48.03,7604
49.57,7658
52.32,7713
52.42,7740
52.37,7690
46.75,7314
44.02,7040
42.07,6812
40.65,6758
34.39,6426
33.17,5896
30.33,5524
28.13,5254
24.29,5047
22.39,4927
22.94,4894
25.9,5026
31.02,5509
33.91,6228
36.74,6830
39.56,7260
42.7,7532
45.43,7705
48.32,7820
52.09,7923
53.87,7986
57.22,8049
62.56,8113
56.24,8061
48.68,7715
44.19,7363
44.19,7116
43.13,7054
38.21,6743
34.5,6243
33.99,5704
31.06,5512
29.23,5407
28,5341
28.24,5306
30.32,5384
35.71,5990
38.25,6755
41.47,7324
45.25,7745
49.19,8011
49.97,8208
49.25,8337
52.43,8438
55,8490
57.79,8553
63.96,8634
60.03,8591
49.58,8247
46.49,7870
45.76,7674
44.83,7578
40.57,7260
38.62,6754
35.44,6254
32.4,6120
29.64,6016
28.23,5956
28.89,5920
31.32,5991
37.29,6611
41.96,7290
44.44,7836
47.53,8247
50.71,8518
52.41,8777
52.82,8908
54.91,9006
57,9057
60.1,9119
61.96,9185
58.42,9134
52.32,8791
49.57,8414
49.04,8129
46.11,8041
43.95,7739
39.46,7265
38.38,6829
34.48,6384
30.04,6044
29.03,5854
29.38,5802
31.93,6014
36.86,6378
40.09,6971
43.99,7423
45.67,7750
49.93,7952
51.67,8100
52.41,8191
55.14,8238
57.18,8232
58.17,8225
58.92,8240
56.11,8150
52.29,7820
47.69,7466
47.46,7201
45.57,7116
41.85,6887
39.41,6498
33.61,6275
29.79,5729
27.38,5475
24.27,5306
24.45,5224
24.01,5102
22.53,5186
27.35,5462
35.13,5846
38.96,6193
42.04,6511
43.06,6708
45.92,6835
46.57,6864
47.43,6875
48.76,6889
49.55,6866
49.04,6823
46.41,6682
43.94,6519
43.46,6473
43.16,6505
40.46,6388
37,6132
32.71,5886
29.58,5674
28.13,5367
27.24,5177
24.55,5096
23.63,5001
21.43,5058
26.58,5302
30.84,5656
35.51,6054
38.36,6394
41.29,6640
44.96,6836
45.52,6925
47.66,6964
49.17,6999
50.49,7009
49.6,6985
45.63,6815
43.5,6669
43.38,6671
43.45,6717
40.07,6541
34.16,6174
35.89,5656
32.9,5469
32.77,5344
31.65,5275
31.72,5263
32.43,5404
35.47,5963
38.75,6687
42.52,7306
46.68,7776
53.19,8087
57.1,8294
60.15,8462
63.25,8581
69.29,8664
74.23,8737
77.37,8771
70.63,8712
59.52,8374
54.47,8000
55.52,7754
52.41,7674
42.92,7351
38.57,6878
36.87,6273
32.98,5950
32.19,5845
29.29,5789
29.81,5767
32.62,5831
35.99,6350
42.46,7094
46.93,7753
51.75,8249
59.12,8569
60.63,8795
65.07,8960
74.81,9087
81.68,9217
88.14,9327
96.7,9360
83.89,9333
65.85,8991
60,8585
58.81,8303
56.28,8254
49.29,7939
44.04,7466
41.16,6921
36.42,6733
33.69,6558
32,6468
32.74,6438
34.58,6518
37.63,7030
47.87,7805
52.67,8495
56.83,9024
61.92,9366
77.61,9613
97.94,9781
105.03,9914
114.33,10027
123.08,10111
123.1,10129
110.69,10080
91.6,9690
72.86,9286
70.67,8979
61.44,8889
54.76,8570
51.03,8094
41.78,7386
36.39,7090
33.71,6964
32.17,6898
32.5,6873
34.33,6926
39.09,7478
46.51,8194
49.48,8797
53.32,9318
57.64,9664
60.14,9904
77,10042
94.02,10137
101.14,10222
101.34,10275
97.89,10249
73.36,10141
64.02,9682
55.33,9277
55.53,8953
53.42,8841
48.26,8533
46.79,8082
37.51,7443
33.8,7263
29.55,6733
27.16,6419
25.92,6221
25.86,5999
25.49,5918
29.29,6100
34.99,6303
38.25,6539
40.6,6765
42.17,6869
42.53,6917
42.71,6905
42.98,6849
43.52,6772
43.46,6709
43.12,6674
41.47,6591
40.17,6368
39.63,6301
39.3,6333
35.64,6387
32.33,6420
28.76,6142
23.66,5780
20.68,5347
17.49,5078
16.49,4960
16.44,4884
16.53,4911
21.82,5036
27.66,5212
32.35,5497
34.08,5791
35.83,6007
38.14,6140
38.69,6224
38.93,6302
39.31,6358
39.65,6352
39.69,6345
39.29,6194
37.54,6118
36.72,6095
35.87,6104
33.88,6070
29.86,5958
25.01,5668
18.17,5164
16.11,4957
14.77,4829
11.85,4780
10.98,4731
12.14,4761
18.13,4945
25,5235
29.37,5603
29.93,5976
34.14,6275
37.5,6480
39.19,6606
40.39,6748
41.46,6858
43.42,6905
43.76,6935
42.92,6791
41.58,6717
41.38,6688
41.26,6722
36.52,6593
31.93,6332
28.48,6038
24.26,5658
20.8,5597
19.05,5575
18.87,5576
23.93,5688
29.5,6186
36.23,6882
39.91,7518
44.78,8037
52.08,8426
55.41,8727
57.18,8910
60.19,9041
70.61,9179
82.47,9292
91.32,9381
78.6,9364
58.11,9035
54.76,8703
54.32,8428
51.38,8300
44.11,7988
40.14,7507
37.15,7043
31.91,6643
28.47,6509
25.48,6456
26.15,6455
29.22,6604
35.35,7087
43.02,7820
46.63,8495
48.38,9018
53.44,9409
56.74,9698
59.8,9860
66.74,9959
70.32,10084
85.88,10153
87.34,10210
84.24,10146
62.11,9801
58.08,9430
57.1,9083
54.8,8920
48.43,8628
44.29,8084
39.51,7523
32.58,7102
28.89,6915
26.59,6830
26.7,6815
30.91,6979
38.57,7396
44.75,8042
46.65,8620
49.45,9067
52.95,9394
54.86,9684
57.42,9786
63,9842
69.77,9894
77.71,9927
76.15,9977
65.9,9919
57.54,9579
54.18,9221
54.73,8899
51.24,8764
46.89,8439
44.53,7925
31.48,7015
27.04,6623
24.76,6406
23.78,6296
23.67,6277
26.03,6444
30.26,6798
34.5,7432
37.58,8012
40.46,8429
41.85,8730
43.95,8936
45.55,9040
47.35,9097
48.19,9158
49.07,9182
49.03,9219
47.48,9147
43.67,8802
41.5,8501
41.63,8235
40.22,8087
37.55,7784
32.65,7337
28.19,6663
24.36,6210
20.99,6035
20.31,5947
20.28,5928
22.79,6079
28.03,6468
32.28,7129
35.41,7731
37.25,8168
39.87,8494
40.38,8698
41.04,8802
42.47,8853
43.93,8890
45.42,8920
46.34,8952
44.01,8877
41.08,8498
39.55,8142
38.7,7850
37.82,7680
37.01,7389
30.72,6921
25.66,6308
23.11,5873
20.2,5690
19.53,5580
19.4,5540
19.26,5482
16.76,5489
24.03,5769
27.41,6228
31.27,6637
32.75,7021
35.23,7260
35.87,7382
37.41,7414
38.45,7456
38.84,7486
39.2,7475
39.26,7439
38.42,7277
37.43,7125
35.76,7056
35.31,7038
33,6879
29.59,6528
30.27,6180
26.15,5895
23.19,5711
21.5,5602
20.26,5546
20.17,5486
16.04,5541
23.52,5800
26.87,6192
30.12,6617
32.59,7033
34.64,7344
36.29,7528
38.14,7647
41.18,7732
45.47,7812
48,7877
48.89,7855
42.88,7743
39.47,7569
39.24,7465
44.25,7615
36.01,7379
32.59,6942
32.73,6533
29.59,6197
28.02,6176
26.35,6172
26.96,6148
30.35,6180
32.15,6823
36.68,7522
39.83,8186
46.13,8674
49.34,9028
52.43,9255
54.48,9394
60.17,9522
69.81,9606
78.32,9675
83.72,9731
67.74,9658
57.01,9275
49.25,8900
48.11,8606
47.65,8500
40.67,8122
36.64,7524
34.66,6866
31.4,6583
29.48,6462
28.46,6403
28.44,6366
30.1,6444
32.11,7037
35.32,7715
38.11,8336
41.12,8794
45.56,9116
53.78,9302
58,9394
63.69,9476
78.54,9544
79,9604
93.45,9647
77.31,9569
59.09,9163
49.58,8798
56.09,8524
46.14,8422
41.05,8064
36.32,7484
34.51,6835
29.72,6543
25.68,6318
24.22,6204
24.64,6160
26.47,6307
32.94,6756
35.41,7359
39.3,7867
41.81,8218
42.16,8450
43.87,8588
45.69,8679
46.7,8771
47.69,8828
49.04,8885
49.74,8921
48.75,8869
43.5,8514
42.31,8221
41.99,7950
40.99,7889
37.48,7652
32.58,7159
29.39,6425
25.43,5993
22.48,5713
21.11,5571
21.2,5524
23.31,5671
27.74,6011
32.09,6596
35.82,7109
38.4,7445
39.52,7659
40.63,7792
42.01,7879
42.21,7992
43.94,8112
45.64,8224
45.92,8290
44.38,8234
41.17,7834
41.03,7558
39.08,7419
38.34,7316
34.94,7073
31.4,6646
27.87,6199
23.28,5691
20.56,5465
19.5,5334
19.7,5295
21.5,5435
26.3,5781
29.44,6358
33.42,6882
36.02,7231
38.4,7482
39.9,7643
40.36,7768
42.48,7913
42.62,8016
44.93,8064
46.84,8104
43.21,8035
39.59,7707
38.33,7383
37.11,7185
37.23,7101
34.15,6883
32.26,6546
26.04,6063
22.24,5703
19.72,5453
18.67,5292
17.98,5230
18.03,5148
19.17,5155
24.36,5372
28.12,5714
32.41,6024
34.12,6300
35.32,6470
35.91,6585
37.45,6661
38.53,6703
39.18,6674
39.91,6654
38.62,6610
36.77,6522
35.54,6398
35.12,6298
34.43,6343
33.44,6228
30.14,6002
25.5,5632
22.99,5479
19.62,5244
18.12,5093
16.43,5014
15.66,4923
16.24,4896
21.17,5043
24.76,5322
29.11,5618
31.04,5913
32.69,6177
33.81,6312
34.92,6402
35,6452
35.77,6462
36.83,6499
36.9,6508
35.59,6447
35.06,6334
35.05,6348
34.15,6422
32.78,6275
28.87,5911
28.05,5567
24.28,5354
21.25,5199
19.97,5108
20.37,5088
22.42,5230
27.52,5660
29.81,6325
33.33,6881
35.14,7269
39.38,7510
40.64,7644
40.93,7786
43.85,7917
47.07,8004
49.55,8040
50.45,8065
48.31,8013
42.26,7652
39.96,7382
39.51,7250
37.38,7092
33.58,6793
31.14,6310
33.14,5824
29.28,5640
25.32,5523
23.83,5447
24.25,5430
26.7,5544
31.73,6068
35.71,6780
39.06,7372
42.11,7789
45.78,8065
47.92,8251
50.68,8416
56.1,8563
60.2,8661
63.76,8714
69,8748
62.02,8685
52.94,8288
47.84,7978
47.92,7810
44.78,7633
39.91,7306
37.04,6761
36.08,6324
32.3,6204
29.78,6075
29.59,5992
29.55,5971
31.64,6089
35.74,6639
39.22,7376
41.41,7985
45.29,8434
49.42,8769
55.58,9007
61.16,9187
67.52,9344
81.91,9456
94.17,9500
97.19,9580
87.42,9510
63.1,9138
59.52,8749
54.91,8466
50.31,8374
43.14,8020
40.38,7489
36.84,6981
33.72,6741
30.33,6488
28.61,6342
28.54,6304
31.09,6510
35.27,6924
38.49,7546
40.35,8024
42.59,8373
43.84,8595
46.78,8743
46.92,8844
48.1,8916
48.8,8923
49.25,8896
49.38,8923
48.57,8861
45.58,8507
41.51,8206
41.68,7995
39.94,7863
37.48,7564
31.97,7041
29.75,6674
25.06,6239
21.99,5873
20.56,5667
20.5,5615
22.32,5851
26.51,6159
31.83,6754
32.31,7243
36,7602
38.14,7860
39.8,8047
40.12,8175
42.13,8252
43.39,8328
43.91,8395
43.52,8421
43.05,8341
39.6,7943
37.27,7626
36.84,7447
37.1,7322
32.68,7088
29.69,6688
29.61,6356
25.61,5806
21.27,5540
19.43,5373
19.19,5290
19.37,5215
19.89,5291
24.06,5562
29.08,5962
33.11,6357
34.68,6737
35.94,7011
38.07,7201
39.8,7281
41.07,7337
42.46,7375
43.7,7417
42.57,7385
40.71,7244
38.95,7072
37.93,7034
37.58,7032
34.88,6883
32.54,6604
32,6116
29.87,5875
25.45,5713
22.07,5615
22.84,5569
22.2,5508
21.11,5560
24.96,5800
30.86,6132
33,6537
34.7,6950
36.69,7298
38.58,7548
40.98,7690
43.55,7795
45.83,7868
54,7928
47.66,7922
45.34,7811
42.01,7707
42.25,7720
47.43,7693
37.62,7468
33.62,7075
34.69,6712
32.48,6257
27.78,5976
26.19,5822
24.93,5790
30.96,6059
31.75,6455
33.66,7103
37.15,7679
40.1,8172
42.96,8487
44.84,8686
45.39,8805
46.99,8884
50.56,8923
51.57,8936
52.76,8952
46.94,8831
43.4,8420
39.99,8027
41.03,7773
37.82,7590
34.84,7226
30.64,6680
28.43,6026
24.16,5834
21.06,5505
18.21,5311
18.65,5283
21.99,5540
25,5822
30.84,6388
33.56,6878
34.39,7220
36.15,7455
37.91,7603
38.26,7709
39.4,7797
40,7910
40.14,8008
40.37,8096
40.26,8060
37.98,7764
35.68,7480
35.05,7332
34.39,7201
29.65,6942
24.99,6533
25.93,6157
21.55,5728
19.27,5479
18.3,5329
17.91,5286
20.15,5437
24.6,5797
29,6394
31.55,6931
34.46,7319
36.08,7570
37.38,7699
38.38,7811
40.23,7910
40.12,8041
41.4,8134
41.41,8236
41.46,8181
38.74,7867
36.38,7589
36.26,7473
35.6,7322
30.99,7073
27.37,6618
25.14,5772
20.93,5535
16.63,5364
15.71,5252
15.86,5194
18.63,5295
23.47,5771
28.62,6384
31.57,6924
34.07,7307
36.15,7566
38.51,7722
39.08,7844
40.7,7965
42.6,8085
45.72,8183
47.04,8287
45.08,8253
39.15,7960
36.66,7622
36.14,7450
35.93,7316
31.71,7038
28.88,6595
24.74,5895
21.48,5771
18.53,5670
17.5,5590
17.65,5525
20.47,5542
24.45,6017
28,6617
31.38,7204
33.9,7651
35.29,7925
38.09,8093
39.58,8197
41.23,8253
42.78,8315
44.4,8353
45.37,8359
42.51,8257
38.5,7927
36.04,7602
36.04,7395
35.4,7242
31.76,6969
30.41,6620
25.27,6217
22.87,5972
19.32,5799
17.64,5658
17.09,5540
19.36,5339
19.9,5385
22.12,5547
25.18,5891
26.48,6196
28.49,6411
31.05,6514
31.44,6538
31.47,6486
31.95,6454
31.95,6426
32.03,6386
32.22,6340
31.5,6305
31.07,6188
30.82,6171
29.24,6204
27.04,6096
23.92,5935
27.64,5662
24.05,5430
21.71,5306
19.87,5202
19.39,5105
19.85,4957
17.25,5010
19.88,5126
23.72,5423
28.04,5756
30.15,6057
33.52,6291
34.72,6441
35.94,6517
36.92,6577
37.79,6616
39.54,6622
41.11,6608
38.46,6550
36.66,6467
36.84,6504
34.85,6566
33.21,6404
29.75,6148
28.75,5627
23.77,5423
20.65,5421
20.21,5398
20.42,5347
23.8,5342
27.95,5926
29.06,6549
32.94,7172
36.45,7641
40.09,7947
42.52,8153
43.94,8294
46.94,8392
49.48,8447
51.39,8484
52.49,8506
51.26,8430
42.16,8121
40.63,7768
40.06,7576
35.84,7500
32.03,7181
30.5,6748
30.01,6149
25.16,5943
22.29,5920
21.59,5885
21.91,5831
24.75,5814
29.33,6355
31.97,6964
35.15,7560
38.26,8011
41.16,8296
46.01,8518
47.9,8682
50.17,8779
53.18,8843
56.42,8898
56.75,8882
52.9,8796
43.83,8441
43.2,8107
42.49,7950
39.02,7851
35.15,7525
32.54,7089
29.1,6535
24.65,6289
21.79,6189
20.93,6112
21.38,6054
24.44,6088
28.56,6564
31.62,7142
32.11,7678
37.89,8085
40.04,8351
41.7,8543
42.54,8667
44.09,8748
45.95,8761
47.97,8762
49.38,8749
45.15,8631
41.63,8324
40.21,8017
40.17,7774
38.83,7684
31.74,7378
28.87,6972
27.46,6553
21.96,5995
18.99,5732
17.84,5571
18.14,5543
21.56,5759
25.82,6062
30.66,6607
31.68,7113
35.45,7479
38,7740
39.26,7934
41.64,8071
41.91,8167
42.9,8228
43.93,8267
42.79,8274
41.36,8185
38.86,7891
36.48,7584
38.62,7450
36.44,7326
31.7,7071
28.65,6687
26.34,6294
22.86,5732
19.64,5432
16.66,5254
17.38,5233
21.9,5497
25.89,5757
29.61,6309
29.93,6821
34.28,7205
37.25,7494
39.17,7710
39.9,7857
41.27,7958
42.11,8033
42.86,8091
44.26,8102
42.32,8064
39.29,7764
36.11,7456
39.3,7317
36.2,7250
30.47,7040
28.73,6679
26.39,6183
23.46,5720
21.27,5402
18.68,5192
17.88,5103
18.79,5071
18.73,5118
22.28,5333
27.3,5683
31,6046
33.28,6404
34.28,6665
35.31,6818
36.79,6891
38.46,6953
39.01,7003
40.14,7016
40.12,6992
38.39,6841
35.23,6740
36.53,6749
34.25,6777
33.28,6635
28.47,6375
26.42,5949
23.21,5708
20.65,5441
17.81,5257
17.03,5173
17.47,5109
16.26,5133
17.76,5301
24.5,5620
29.67,5999
31.64,6409
33.49,6717
34.82,6915
37.07,7019
38.2,7123
39.43,7190
40.54,7219
41.24,7215
39.38,7077
37.77,6952
38.6,7056
37.06,7034
33.3,6853
29.99,6476
28.8,6080
25.33,5863
22.79,5703
21.8,5603
22.32,5584
25.23,5734
27.81,6203
29.26,6806
34.12,7349
38.33,7763
40.54,8078
42.28,8284
45.33,8408
49.98,8507
54.49,8612
56.15,8672
57.07,8729
54.5,8651
44.89,8308
41.16,7924
42.03,7764
39.02,7614
33.76,7307
30.73,6830
27.5,6227
25.22,5981
21.79,5821
20.04,5729
21.3,5701
24.46,5856
26.97,6413
29.38,7043
30.94,7563
35.43,7933
37.14,8170
38.94,8302
40.3,8340
40.74,8363
41.08,8384
41.22,8404
42.18,8437
41.15,8369
38.91,8022
36.56,7723
37.69,7611
34.56,7439
30.14,7127
27.3,6637
27.03,6222
22.1,5998
20.32,5889
18.99,5816
19.84,5786
22.3,5886
28.22,6467
32.24,7099
33.01,7652
35.88,8055
38.3,8329
39.37,8497
40.52,8574
41.2,8629
41.36,8669
42.59,8706
42.42,8772
41.41,8710
38.97,8349
35.74,7975
37.45,7812
34.63,7639
31,7331
27.53,6805
23.17,6260
19.42,5874
16.78,5518
15.35,5306
16.01,5265
19.03,5564
23.92,5819
26.74,6378
29.81,6880
30.78,7222
32.62,7465
34.23,7603
34.83,7667
34.6,7710
36.06,7794
36.09,7842
36.5,7902
35.7,7846
34.5,7511
32.26,7192
33.75,7079
30.24,6973
27.55,6709
23.16,6266
24.28,5757
20.47,5336
18.43,5032
16.08,4875
16.75,4848
20.46,5105
25.44,5407
29.3,5958
30.13,6451
32.98,6786
35.02,7020
35.83,7164
35.1,7236
35.6,7276
36.65,7329
38.23,7368
37.53,7421
36.4,7370
33.71,7065
31.01,6772
32.79,6655
29.84,6537
29.25,6304
25.07,5988
22.04,5625
18.42,5182
16.6,4917
14.5,4733
14.86,4639
15.64,4615
15.53,4725
18.19,4930
23.6,5255
28.14,5580
29.52,5893
31.67,6099
31.42,6217
32.07,6286
32.93,6329
33.03,6376
33.59,6386
33.09,6362
31.92,6240
30.05,6123
31.73,6158
31.09,6141
28.75,5991
24.25,5761
21.02,5384
18.11,5201
14.53,5057
14.47,4954
14.32,4889
14.43,4840
13.75,4944
15.68,5057
21.67,5306
23.12,5674
26.2,6011
28.73,6260
29.66,6426
30.64,6523
30.94,6590
32.27,6659
33.28,6713
34.68,6692
31.26,6533
31.07,6481
33.31,6598
30.3,6551
29.61,6381
26.41,6025
22.76,5560
18.18,5253
16,5135
15.67,5056
15.97,5032
20.35,5146
23.11,5617
24.84,6156
27.06,6674
30.43,7026
32.89,7279
34.95,7448
37.02,7565
39.51,7646
40.79,7721
41.28,7791
41.31,7846
41.28,7815
35.59,7513
33.58,7249
35.23,7165
31.88,7043
27.12,6774
25.69,6354
24.18,5801
19.15,5405
17.26,5253
15.89,5155
16.8,5115
20.08,5236
25.41,5733
26.51,6310
28.83,6852
32.19,7234
34.66,7475
36.78,7604
37.26,7710
38.77,7804
40.79,7851
41.19,7901
41.27,7924
39.8,7885
36.13,7516
35.75,7289
36.46,7188
30.81,7045
27.24,6755
25.8,6301
25.92,5782
22.58,5528
19.66,5393
18.59,5302
19.01,5260
23.24,5336
26.66,5801
30.69,6383
32.86,6942
35.72,7292
37.35,7548
38.86,7711
40.8,7831
42.62,7917
43.22,7971
42.68,8020
43.6,8028
42.13,7974
38.12,7612
37.82,7333
39.45,7257
35.14,7080
31.9,6791
28.4,6342
26.37,5923
23.64,5695
19.98,5586
19.23,5520
19.86,5472
23.84,5516
26.93,6083
29.85,6625
31.66,7129
35.22,7461
35.56,7684
37.39,7836
37.45,7955
39.57,8032
39.83,8077
41,8111
41.32,8130
40.02,8082
36.23,7772
35.09,7508
38.5,7408
33.62,7210
30,6913
25.87,6478
25.63,6010
23.46,5810
18.89,5666
18.48,5575
18.74,5522
22.06,5615
26.09,6157
28.68,6709
30.63,7216
34.98,7562
35.19,7786
36.7,7924
37.33,8013
38.16,8036
38.93,7998
39.53,8010
40.07,8023
38.67,7958
35.2,7610
32.58,7323
33.5,7209
28.8,6993
28.65,6720
25.73,6330
25.38,5829
22.08,5468
18.82,5301
18.13,5180
17.13,5085
17.94,4940
19.65,5070
20.67,5241
22.95,5596
28,5919
29.35,6193
30.89,6367
31.65,6457
31.08,6461
31.72,6398
32.71,6378
33.4,6381
33.34,6356
30.43,6257
30.87,6127
33,6163
29.4,6107
27.2,5975
22.89,5723
23.79,5378
22.22,5187
20.34,4974
17.61,4814
17.54,4719
17.72,4600
16.84,4675
18.89,4787
22.58,5093
27.68,5415
29.72,5753
31.27,6005
31.4,6190
33.04,6270
34.28,6289
36.41,6330
38.61,6374
38.78,6367
35.66,6272
35.96,6186
38.45,6302
34.23,6240
30.95,6073
28.06,5708
27.78,5311
24.41,5154
23.08,5055
22.12,4988
22.23,4973
24.34,5076
26.94,5604
31,6171
34.18,6752
38.74,7170
41.4,7483
45.29,7689
46.99,7865
51.13,7987
53.87,8052
59.9,8126
60.96,8156
54.32,8088
45.83,7721
42.89,7453
45.78,7385
38.74,7217
34.51,6914
31.3,6391
29.61,6037
25.94,5778
24.57,5607
22.78,5501
23.7,5476
24.72,5596
27.94,6101
31.73,6701
34.8,7296
38.47,7729
40.66,8050
45.03,8259
47.79,8433
52.31,8548
55.09,8596
62.69,8663
65.92,8677
59.3,8572
46.77,8165
43.94,7868
45.31,7793
39.35,7569
36.51,7251
33.05,6718
31.28,6523
27.48,6192
25.95,6007
24.75,5890
25.11,5860
26.73,5970
30.97,6480
33.52,7090
36.26,7692
39.21,8165
41.66,8520
45.58,8771
49.22,8973
53.73,9120
61.78,9203
71.42,9306
73.79,9356
61.41,9290
46.54,8942
43.48,8602
44.3,8462
39.72,8288
37.44,7977
33.54,7490
30.85,6764
26.46,6395
24.27,5875
22.11,5588
22.2,5553
24.79,5934
28.62,6164
33.05,6745
33.72,7302
35.35,7705
37.37,7972
39.27,8133
41.2,8259
42.8,8333
43.43,8360
45.51,8411
46.75,8420
43.14,8306
39.31,7886
37.73,7616
38.48,7539
33.45,7316
32.69,7018
26.97,6533
26.46,5953
24.11,5708
21.34,5348
19.21,5143
19.1,5119
21.98,5449
25.3,5710
28.35,6260
30.2,6774
34.08,7143
35.56,7387
37.85,7539
39.76,7646
40.77,7711
41.02,7758
42.11,7774
42.76,7747
41.09,7624
35.49,7221
33.55,6974
34.83,6903
31.29,6683
30.01,6435
26.69,6062
23.2,5708
21.69,5251
19.25,5025
17.62,4878
16.41,4819
17.44,4806
16.97,4911
19.21,5143
23.12,5537
26.21,5938
29.64,6267
30.97,6474
32.81,6601
33.75,6647
34.24,6662
35.13,6678
36.44,6693
35.32,6632
34.26,6484
33.83,6402
34.39,6451
32.05,6373
28.93,6193
25.99,5935
26.01,5488
23.48,5378
22.07,5365
19.54,5351
18.38,5343
18.29,5272
17,5481
19.57,5537
23.63,5730
28.22,6122
31.45,6540
34.84,6900
37.56,7173
40.01,7322
42,7418
43.55,7491
47.79,7530
46.04,7518
42.67,7404
42.05,7440
42.96,7541
39.14,7436
35.78,7159
32.24,6776
30.17,6368
29.38,6025
25.55,6055
23.48,6073
22.72,6073
22.62,5956
23.72,6182
26.97,6344
30.93,6587
34.44,6969
38.94,7360
40.68,7657
43.67,7841
46.57,7848
49.93,7867
53.38,7863
55.64,7877
53.56,7917
49.57,7895
51.95,7821
51.48,7884
43.52,7852
38.58,7602
33.3,7186
32.75,6885
30.7,6611
28.32,6549
27.21,6506
27.08,6486
28.97,6514
33.15,7118
36.88,7714
39.39,8312
42.35,8777
49.75,9129
55.15,9369
65.83,9557
71.47,9680
79.38,9782
89.91,9879
94.56,9907
80,9880
62.21,9542
60.14,9238
57.34,9089
48.64,8859
39.52,8466
36.78,7970
36.34,7517
34.11,7009
31.33,6774
29.53,6620
27.15,6565
30.24,6662
34.65,7051
39.12,7628
40.12,8187
41.08,8590
45.68,8891
50.01,9092
53.89,9247
56.14,9352
60.35,9445
64.34,9505
64.34,9474
58.19,9349
46.81,8971
46.61,8698
46.03,8612
40.47,8366
37.69,8027
31.1,7554
33.51,7117
29.02,6488
28.03,6235
27.21,6072
27.21,6011
27.68,6129
33.13,6547
37.21,7093
39.35,7668
43.13,8065
44.89,8368
48.16,8581
50.15,8758
54.39,8884
58.31,9008
63.99,9091
65.03,9070
58.38,8928
49.06,8537
48.79,8278
48.38,8205
43.18,7961
39.66,7626
32.85,7182
32.41,6802
29.34,6390
26.61,6234
25.29,6125
24.51,6072
27.76,6143
34.42,6676
39.03,7261
39.79,7927
43.19,8420
45.65,8775
48.42,9026
52.64,9230
58.05,9370
61.78,9452
69.14,9495
72.02,9490
61.85,9323
50.46,8933
49.43,8607
48.36,8449
44.61,8219
43.25,7861
39.16,7436
38.29,6975
35.96,6788
31.55,6600
28.1,6446
26.65,6339
25.62,6162
28.05,6295
32.2,6573
35.69,7119
39.7,7627
41.8,8079
45.74,8410
50.3,8647
52.11,8777
54.3,8839
55.03,8835
55.05,8793
50.79,8633
43.69,8458
42.32,8312
42.07,8330
39.63,8163
38.49,7865
33.25,7525
28.96,7005
25.41,6730
23.82,6224
22.32,5878
20.89,5648
20.66,5466
18.57,5425
20.99,5507
23.01,5909
25.21,6265
28.71,6597
30,6819
31.08,6971
32.03,7047
33,7096
33.6,7117
34.71,7097
34.53,7034
33.03,6936
35.02,6919
34.71,7094
31.58,7026
29.75,6838
24.82,6491
22.68,6112
22.3,5696
21.9,5354
20.78,5146
20.33,5125
22.1,5494
24.51,5726
25.03,6311
28.86,6863
30.08,7270
33.54,7510
36.05,7644
36.4,7760
37.28,7855
38.99,7904
44.29,7931
45.24,7925
39.67,7798
35.7,7521
35.35,7371
34.05,7281
27.99,7064
25.2,6711
24.45,6335
25.37,5802
23.05,5438
21.06,5160
19.72,5004
19.47,4961
22.85,5215
29.3,5630
29.93,6187
31.37,6722
33.53,7069
34.81,7282
37.13,7418
38.57,7553
38.82,7670
39.9,7757
42.08,7802
42.16,7774
38.99,7646
36.14,7367
38.79,7230
37.23,7224
29.71,6990
29.13,6636
27.18,6151
25.17,5542
22.87,5255
21.54,5074
20.31,4963
20.51,4936
23.25,5130
30.25,5617
31.82,6169
32,6698
33.56,7114
35.92,7354
38.11,7494
39.18,7626
40.98,7753
41.48,7832
45.52,7890
45.82,7898
41.33,7809
39.6,7505
40.92,7300
39.72,7244
34.78,7008
31.63,6643
28.73,6124
30.15,5546
26.43,5333
24.01,5294
22.88,5257
23.07,5245
26.32,5307
34.21,6018
36.13,6645
36.74,7276
40.89,7768
43.93,8024
45.92,8255
48.35,8469
55.26,8634
61.34,8770
72.37,8851
78.02,8854
63.01,8761
49,8429
50.09,8241
47.01,8193
43.08,7919
37.53,7501
33.11,6918
28.84,5995
24.26,5677
21.41,5170
20.55,4921
20.81,4904
22.38,5340
30.63,5575
34.05,6154
35.85,6653
38.97,7006
39.34,7220
40.51,7337
42.11,7436
41.45,7501
43.02,7557
44.8,7580
44.76,7521
40.46,7405
37.51,7029
38.67,6856
36.42,6796
31.56,6504
28.67,6172
25.19,5746
23.25,5345
21.01,4942
19.23,4736
17.45,4598
17.31,4545
17.98,4536
19.65,4756
21.9,5035
24.83,5407
26.9,5789
29.32,5994
30.19,6141
31.17,6233
30.97,6242
30.77,6236
30.53,6215
30.27,6154
30.86,6071
30.22,5962
32.98,6027
31.11,6071
28.12,5860
26.04,5600
22.72,5283
23.39,4890
21.56,4712
19.11,4531
17.64,4427
16.42,4386
16.51,4330
15.9,4454
18.1,4575
21.71,4802
23.04,5056
24.36,5303
25.06,5466
26.08,5584
26.18,5633
26.14,5691
26.19,5744
26.62,5727
27.56,5705
28.75,5688
31.19,5747
